type,sex, age, ecactivity, worktype, commutetime, town,x,y
54607,F,29,working,tradeandmoto,15 to 30 min,586561,-574049,-1.19922e+06
54608,F,0,at home,undef,not commuting,586561,-574049,-1.19922e+06
54609,F,43,working,construction,less than 15min,586561,-573977,-1.19929e+06
54610,M,45,working,health,not commuting,586561,-573977,-1.19929e+06
54611,M,10,student,undef,not commuting,586561,-573977,-1.19929e+06
54612,F,73,retired,undef,not commuting,586561,-574274,-1.19907e+06
54613,M,77,retired,undef,not commuting,586561,-574274,-1.19907e+06
54614,F,38,working,tradeandmoto,not commuting,586561,-574343,-1.19915e+06
54615,M,30,working,construction,45 to 60 mins,586561,-574228,-1.19905e+06
54616,M,55,working,banks,not commuting,586561,-574228,-1.19905e+06
54617,M,2,at home,undef,not commuting,586561,-574228,-1.19905e+06
54618,F,31,working,transportation,not commuting,586561,-574228,-1.19905e+06
54619,M,61,retired,undef,not commuting,586561,-574196,-1.1991e+06
54620,F,55,working,industry,not commuting,586561,-574196,-1.1991e+06
54621,F,39,working,agriculture,not commuting,586561,-574327,-1.19925e+06
54622,F,60,retired,undef,not commuting,586561,-574327,-1.19925e+06
54623,M,17,student,undef,30 to 45 mins,586561,-574327,-1.19925e+06
54624,F,21,at home,undef,not commuting,586561,-574327,-1.19925e+06
54625,M,17,student,undef,not commuting,586561,-574327,-1.19925e+06
54626,M,66,retired,undef,not commuting,586561,-574327,-1.19925e+06
54627,F,36,working,construction,not commuting,586561,-574715,-1.19868e+06
54628,M,31,working,industry,15 to 30 min,586561,-574715,-1.19868e+06
54629,F,55,at home,undef,not commuting,586561,-574715,-1.19868e+06
54630,F,43,working,eatinghousing,not commuting,586561,-574311,-1.19903e+06
54631,F,13,student,undef,not commuting,586561,-574311,-1.19903e+06
54632,M,44,working,construction,not commuting,586561,-574311,-1.19903e+06
54633,F,80,retired,undef,not commuting,586561,-574968,-1.19873e+06
54634,F,56,at home,undef,not commuting,586561,-574968,-1.19873e+06
54635,F,30,working,industry,not commuting,586561,-574968,-1.19873e+06
54636,M,29,working,tradeandmoto,not commuting,586561,-574968,-1.19873e+06
54637,M,34,working,agriculture,not commuting,586561,-574000,-1.19931e+06
54638,F,34,at home,undef,not commuting,586561,-574000,-1.19931e+06
54639,F,79,retired,undef,not commuting,586561,-575127,-1.1989e+06
54640,F,44,working,industry,less than 15min,586561,-574999,-1.1988e+06
54641,M,25,working,publicsector,15 to 30 min,586561,-574999,-1.1988e+06
54642,M,34,working,education,not commuting,586561,-574999,-1.1988e+06
54643,M,21,working,eatinghousing,not commuting,586561,-574999,-1.1988e+06
54644,M,66,retired,undef,not commuting,586561,-573948,-1.19938e+06
54645,F,63,retired,undef,not commuting,586561,-573948,-1.19938e+06
54646,F,51,working,education,not commuting,586561,-574397,-1.19896e+06
54647,M,53,at home,undef,not commuting,586561,-574397,-1.19896e+06
54648,F,26,at home,undef,not commuting,586561,-574652,-1.19873e+06
54649,M,24,at home,undef,not commuting,586561,-574652,-1.19873e+06
54650,F,56,at home,undef,not commuting,586561,-574652,-1.19873e+06
54651,M,53,working,industry,not commuting,586561,-574652,-1.19873e+06
54652,F,69,retired,undef,not commuting,586561,-574341,-1.19901e+06
54653,M,73,retired,undef,not commuting,586561,-574113,-1.1984e+06
54654,F,69,retired,undef,not commuting,586561,-574113,-1.1984e+06
54655,F,29,working,industry,15 to 30 min,586561,-574311,-1.19903e+06
54656,M,31,working,tradeandmoto,15 to 30 min,586561,-574311,-1.19903e+06
54657,M,2,at home,undef,not commuting,586561,-574311,-1.19903e+06
54658,M,44,working,construction,15 to 30 min,586561,-574715,-1.19868e+06
54659,M,14,student,undef,not commuting,586561,-574715,-1.19868e+06
54660,F,42,working,industry,15 to 30 min,586561,-574715,-1.19868e+06
54661,M,66,retired,undef,not commuting,586561,-574570,-1.19858e+06
54662,F,61,retired,undef,not commuting,586561,-574570,-1.19858e+06
54663,M,21,working,construction,not commuting,586561,-574265,-1.19912e+06
54664,F,42,working,industry,15 to 30 min,586561,-574265,-1.19912e+06
54665,M,22,at home,undef,not commuting,586561,-574265,-1.19912e+06
54666,M,46,working,industry,not commuting,586561,-574265,-1.19912e+06
54667,M,26,at home,undef,not commuting,586561,-574199,-1.19914e+06
54668,M,46,working,eatinghousing,15 to 30 min,586561,-574199,-1.19914e+06
54669,F,47,at home,undef,not commuting,586561,-574199,-1.19914e+06
54670,F,50,working,agriculture,not commuting,586561,-574471,-1.19849e+06
54671,M,51,working,tradeandmoto,15 to 30 min,586561,-574471,-1.19849e+06
54672,F,70,retired,undef,not commuting,586561,-574218,-1.19917e+06
54673,M,36,working,construction,less than 15min,586561,-575078,-1.19887e+06
54674,F,63,retired,undef,not commuting,586561,-575078,-1.19887e+06
54675,M,65,working,health,not commuting,586561,-575078,-1.19887e+06
54676,M,41,working,education,not commuting,586561,-574016,-1.1993e+06
54677,F,61,retired,undef,not commuting,586561,-574016,-1.1993e+06
54678,F,38,working,agriculture,not commuting,586561,-574016,-1.1993e+06
54679,F,16,working,industry,not commuting,586561,-574016,-1.1993e+06
54680,F,15,student,undef,15 to 30 min,586561,-574016,-1.1993e+06
54681,M,70,retired,undef,not commuting,586561,-574016,-1.1993e+06
54682,M,65,retired,undef,not commuting,586561,-575126,-1.19894e+06
54683,F,72,retired,undef,not commuting,586561,-574274,-1.19907e+06
54684,M,77,retired,undef,not commuting,586561,-574274,-1.19907e+06
54685,M,4,at home,undef,not commuting,586561,-574544,-1.19882e+06
54686,F,34,at home,undef,not commuting,586561,-574544,-1.19882e+06
54687,F,0,at home,undef,not commuting,586561,-574544,-1.19882e+06
54688,M,26,working,publicsector,not commuting,586561,-574023,-1.19929e+06
54689,F,50,at home,undef,not commuting,586561,-574023,-1.19929e+06
54690,M,54,working,industry,not commuting,586561,-574023,-1.19929e+06
54691,M,62,retired,undef,not commuting,586561,-574021,-1.19934e+06
54692,M,11,student,undef,not commuting,586561,-573991,-1.19932e+06
54693,M,17,working,eatinghousing,30 to 45 mins,586561,-573991,-1.19932e+06
54694,M,9,student,undef,not commuting,586561,-573991,-1.19932e+06
54695,M,44,working,industry,less than 15min,586561,-573991,-1.19932e+06
54696,F,37,working,industry,30 to 45 mins,586561,-573991,-1.19932e+06
54697,F,16,student,undef,15 to 30 min,586561,-573993,-1.19938e+06
54698,M,47,working,transportation,not commuting,586561,-573993,-1.19938e+06
54699,F,20,working,industry,15 to 30 min,586561,-573993,-1.19938e+06
54700,F,41,working,industry,not commuting,586561,-573993,-1.19938e+06
54701,M,38,at home,undef,not commuting,586561,-574361,-1.19902e+06
54702,F,16,student,undef,less than 15min,586561,-574361,-1.19902e+06
54703,F,38,working,industry,not commuting,586561,-574361,-1.19902e+06
54704,M,17,working,adminetc,less than 15min,586561,-574361,-1.19902e+06
54705,F,17,student,undef,30 to 45 mins,586561,-574449,-1.19848e+06
54706,F,13,student,undef,not commuting,586561,-574449,-1.19848e+06
54707,F,4,at home,undef,not commuting,586561,-574449,-1.19848e+06
54708,F,35,working,agriculture,not commuting,586561,-574449,-1.19848e+06
54709,M,41,at home,undef,not commuting,586561,-574449,-1.19848e+06
54710,F,82,retired,undef,not commuting,586561,-573985,-1.19939e+06
54711,M,44,working,agriculture,not commuting,586561,-575126,-1.19894e+06
54712,F,33,at home,undef,not commuting,586561,-575126,-1.19894e+06
54713,M,1,at home,undef,not commuting,586561,-575126,-1.19894e+06
54714,F,9,student,undef,not commuting,586561,-575126,-1.19894e+06
54715,F,28,working,construction,not commuting,586561,-574632,-1.19857e+06
54716,M,1,at home,undef,not commuting,586561,-574632,-1.19857e+06
54717,M,31,working,education,not commuting,586561,-574632,-1.19857e+06
54718,M,42,working,health,15 to 30 min,586561,-574081,-1.19925e+06
54719,F,50,working,transportation,not commuting,586561,-574081,-1.19925e+06
54720,F,91,retired,undef,not commuting,586561,-573948,-1.19938e+06
54721,M,54,working,it,not commuting,586561,-575126,-1.19894e+06
54722,F,84,retired,undef,not commuting,586561,-575126,-1.19894e+06
54723,F,16,student,undef,30 to 45 mins,586561,-575127,-1.1989e+06
54724,F,38,working,agriculture,15 to 30 min,586561,-575127,-1.1989e+06
54725,F,19,at home,undef,not commuting,586561,-575127,-1.1989e+06
54726,F,18,student,undef,less than 15min,586561,-575127,-1.1989e+06
54727,F,20,at home,undef,not commuting,586561,-574449,-1.19848e+06
54728,F,43,working,banks,not commuting,586561,-574449,-1.19848e+06
54729,F,18,student,undef,15 to 30 min,586561,-574449,-1.19848e+06
54730,M,45,working,agriculture,not commuting,586561,-574449,-1.19848e+06
54731,F,81,retired,undef,not commuting,586561,-574449,-1.19848e+06
54732,M,92,retired,undef,not commuting,586561,-574449,-1.19848e+06
54733,F,52,working,transportation,less than 15min,586561,-574173,-1.19921e+06
54734,M,50,working,industry,15 to 30 min,586561,-574173,-1.19921e+06
54735,M,39,at home,undef,not commuting,586561,-573993,-1.19938e+06
54736,M,61,retired,undef,not commuting,586561,-573993,-1.19938e+06
54737,F,62,retired,undef,not commuting,586561,-573993,-1.19938e+06
54738,M,56,working,construction,not commuting,586561,-574008,-1.19931e+06
54739,F,52,working,industry,not commuting,586561,-574008,-1.19931e+06
54740,M,71,retired,undef,not commuting,586561,-574343,-1.19915e+06
54741,F,64,retired,undef,not commuting,586561,-574343,-1.19915e+06
54742,F,0,at home,undef,not commuting,586561,-574320,-1.19906e+06
54743,M,3,at home,undef,not commuting,586561,-574320,-1.19906e+06
54744,F,36,working,tradeandmoto,less than 15min,586561,-574320,-1.19906e+06
54745,M,27,working,construction,not commuting,586561,-574885,-1.19873e+06
54746,F,58,at home,undef,not commuting,586561,-575127,-1.1989e+06
54747,F,38,working,transportation,not commuting,586561,-575127,-1.1989e+06
54748,F,19,at home,undef,not commuting,586561,-575127,-1.1989e+06
54749,M,64,retired,undef,not commuting,586561,-575127,-1.1989e+06
54750,M,68,retired,undef,not commuting,586561,-575126,-1.19894e+06
54751,M,38,working,agriculture,not commuting,586561,-575126,-1.19894e+06
54752,F,66,retired,undef,not commuting,586561,-575126,-1.19894e+06
54753,F,39,working,construction,not commuting,586561,-575126,-1.19894e+06
54754,F,7,student,undef,not commuting,586561,-575126,-1.19894e+06
54755,F,11,student,undef,not commuting,586561,-575126,-1.19894e+06
54756,M,60,retired,undef,not commuting,586561,-574999,-1.1988e+06
54757,F,86,retired,undef,not commuting,586561,-574999,-1.1988e+06
54758,F,59,working,industry,less than 15min,586561,-574999,-1.1988e+06
54759,F,21,at home,undef,not commuting,586561,-574153,-1.19922e+06
54760,M,49,working,industry,15 to 30 min,586561,-574153,-1.19922e+06
54761,F,46,at home,undef,not commuting,586561,-574153,-1.19922e+06
54762,M,25,at home,undef,not commuting,586561,-574153,-1.19922e+06
54763,F,74,retired,undef,not commuting,586561,-574153,-1.19922e+06
54764,M,23,at home,undef,not commuting,586561,-574153,-1.19922e+06
54765,M,1,at home,undef,not commuting,586561,-574585,-1.19878e+06
54766,M,32,working,industry,not commuting,586561,-574585,-1.19878e+06
54767,M,3,at home,undef,not commuting,586561,-574585,-1.19878e+06
54768,F,37,working,industry,45 to 60 mins,586561,-574585,-1.19878e+06
54769,M,31,working,education,less than 15min,586561,-574453,-1.19891e+06
54770,F,4,at home,undef,not commuting,586561,-574453,-1.19891e+06
54771,F,0,at home,undef,not commuting,586561,-574453,-1.19891e+06
54772,F,26,working,industry,not commuting,586561,-574453,-1.19891e+06
54773,M,6,student,undef,not commuting,586561,-574021,-1.19934e+06
54774,F,27,working,education,not commuting,586561,-574021,-1.19934e+06
54775,M,37,working,industry,not commuting,586561,-574021,-1.19934e+06
54776,F,9,student,undef,not commuting,586561,-574653,-1.19858e+06
54777,M,12,student,undef,not commuting,586561,-574653,-1.19858e+06
54778,M,39,working,industry,30 to 45 mins,586561,-574653,-1.19858e+06
54779,F,34,at home,undef,not commuting,586561,-574653,-1.19858e+06
54780,M,53,working,education,not commuting,586561,-574642,-1.19858e+06
54781,M,58,working,industry,not commuting,586561,-574449,-1.19906e+06
54782,M,6,student,undef,not commuting,586561,-574326,-1.19843e+06
54783,F,29,working,adminetc,not commuting,586561,-574326,-1.19843e+06
54784,M,46,working,tradeandmoto,not commuting,586561,-574326,-1.19843e+06
54785,F,18,student,undef,less than 15min,586561,-574205,-1.19925e+06
54786,M,7,student,undef,not commuting,586561,-574205,-1.19925e+06
54787,M,36,working,agriculture,not commuting,586561,-574205,-1.19925e+06
54788,F,37,working,banks,less than 15min,586561,-574205,-1.19925e+06
54789,F,58,working,industry,not commuting,586561,-574470,-1.19903e+06
54790,M,32,working,tradeandmoto,not commuting,586561,-574470,-1.19903e+06
54791,M,34,working,eatinghousing,not commuting,586561,-574470,-1.19903e+06
54792,M,41,working,industry,not commuting,586561,-574453,-1.19891e+06
54793,F,31,working,education,30 to 45 mins,586561,-574049,-1.19922e+06
54794,M,34,working,construction,not commuting,586561,-574049,-1.19922e+06
54795,M,40,working,publicsector,not commuting,586561,-575126,-1.19894e+06
54796,M,2,at home,undef,not commuting,586561,-573950,-1.19928e+06
54797,F,27,at home,undef,not commuting,586561,-573950,-1.19928e+06
54798,M,6,student,undef,not commuting,586561,-573950,-1.19928e+06
54799,M,29,working,construction,not commuting,586561,-573950,-1.19928e+06
54800,F,53,at home,undef,not commuting,586561,-575096,-1.1989e+06
54801,M,26,working,tradeandmoto,not commuting,586561,-575096,-1.1989e+06
54802,M,56,working,tradeandmoto,not commuting,586561,-575096,-1.1989e+06
54803,M,74,retired,undef,not commuting,586561,-574585,-1.19878e+06
54804,F,71,retired,undef,not commuting,586561,-574585,-1.19878e+06
54805,M,60,working,eatinghousing,15 to 30 min,586561,-574298,-1.19907e+06
54806,M,25,working,construction,15 to 30 min,586561,-574298,-1.19907e+06
54807,F,56,at home,undef,not commuting,586561,-574298,-1.19907e+06
54808,F,22,at home,undef,not commuting,586561,-574298,-1.19907e+06
54809,F,70,retired,undef,not commuting,586561,-574602,-1.19875e+06
54810,M,74,retired,undef,not commuting,586561,-574602,-1.19875e+06
54811,F,41,working,industry,not commuting,586561,-574081,-1.19925e+06
54812,M,12,student,undef,not commuting,586561,-574081,-1.19925e+06
54813,F,21,at home,undef,not commuting,586561,-574081,-1.19925e+06
54814,F,9,student,undef,not commuting,586561,-574081,-1.19925e+06
54815,M,44,working,publicsector,not commuting,586561,-574081,-1.19925e+06
54816,F,17,student,undef,more than 90 mins,586561,-574081,-1.19925e+06
54817,M,37,working,construction,30 to 45 mins,586561,-574539,-1.19852e+06
54818,F,37,working,transportation,not commuting,586561,-574539,-1.19852e+06
54819,M,19,at home,undef,not commuting,586561,-574539,-1.19852e+06
54820,M,8,student,undef,not commuting,586561,-574830,-1.19867e+06
54821,F,35,at home,undef,not commuting,586561,-574830,-1.19867e+06
54822,M,15,student,undef,more than 90 mins,586561,-574830,-1.19867e+06
54823,M,37,working,agriculture,not commuting,586561,-574830,-1.19867e+06
54824,M,53,working,industry,15 to 30 min,586561,-574343,-1.19915e+06
54825,F,27,at home,undef,not commuting,586561,-574864,-1.19869e+06
54826,M,18,student,undef,less than 15min,586561,-574864,-1.19869e+06
54827,M,36,working,agriculture,not commuting,586561,-574373,-1.19844e+06
54828,F,58,at home,undef,not commuting,586561,-574373,-1.19844e+06
54829,F,30,at home,undef,not commuting,586561,-574373,-1.19844e+06
54830,F,2,at home,undef,not commuting,586561,-574373,-1.19844e+06
54831,M,56,working,industry,15 to 30 min,586561,-574373,-1.19844e+06
54832,M,35,working,industry,not commuting,586561,-574373,-1.19844e+06
54833,F,65,retired,undef,not commuting,586561,-575096,-1.1989e+06
54834,M,59,working,tradeandmoto,45 to 60 mins,586561,-573977,-1.19929e+06
54835,M,65,retired,undef,not commuting,586561,-574441,-1.19902e+06
54836,F,66,retired,undef,not commuting,586561,-574441,-1.19902e+06
54837,F,59,at home,undef,not commuting,586561,-575126,-1.19894e+06
54838,M,62,retired,undef,not commuting,586561,-575126,-1.19894e+06
54839,M,30,at home,undef,not commuting,586561,-574676,-1.19871e+06
54840,M,58,working,eatinghousing,not commuting,586561,-574676,-1.19871e+06
54841,F,53,working,tradeandmoto,not commuting,586561,-574676,-1.19871e+06
54842,F,68,retired,undef,not commuting,586561,-574348,-1.19903e+06
54843,M,44,working,industry,not commuting,586561,-574348,-1.19903e+06
54844,M,45,working,industry,not commuting,586561,-575078,-1.19887e+06
54845,F,3,at home,undef,not commuting,586561,-574584,-1.19882e+06
54846,F,82,retired,undef,not commuting,586561,-574584,-1.19882e+06
54847,F,34,working,industry,45 to 60 mins,586561,-574153,-1.19922e+06
54848,M,35,working,education,not commuting,586561,-574153,-1.19922e+06
54849,F,11,student,undef,not commuting,586561,-574153,-1.19922e+06
54850,M,57,working,construction,15 to 30 min,586561,-574449,-1.19906e+06
54851,F,8,student,undef,not commuting,586561,-574632,-1.19857e+06
54852,M,11,student,undef,not commuting,586561,-574632,-1.19857e+06
54853,F,32,at home,undef,not commuting,586561,-574632,-1.19857e+06
54854,M,34,working,construction,30 to 45 mins,586561,-574632,-1.19857e+06
